	Pāli Root	Grp	Root Meaning	Family
2237	√vad	1	say, speak	abhi √vad
2238	√vad	1	say, speak	anu √vad
2239	√vad	1	say, speak	apa √vad
2240	√vad	1	say, speak	ava √vad
2241	√vad	1	say, speak	pa √vad
2242	√vad	1	say, speak	pati √vad
2243	√vad	1	say, speak	saṃ √vad
2244	√vad	1	say, speak	upa √vad
2245	√vad	1	say, speak	vi saṃ √vad
2246	√vad	1	say, speak	vi √vad
2247	√vad	1	say, speak	√vad
2248	√vad	8	salute, praise	abhi √vad
2249	√vad	8	salute, praise	ava √vad
2250	√vad	8	salute, praise	vi saṃ √vad
2251	√vaddh	1	grow, increase	abhi √vaddh
2252	√vaddh	1	grow, increase	saṃ √vaddh
2253	√vaddh	1	grow, increase	√vaddh
2254	√vadh	8	hurt, slaughter	ud √vadh
2255	√vadh	8	hurt, slaughter	√vadh
2256	√vagg	1	dance, jump	√vagg
2257	√vah	1	carry, bring	adhi √vah
2258	√vah	1	carry, bring	apa √vah
2259	√vah	1	carry, bring	ati √vah
2260	√vah	1	carry, bring	nī √vah
2261	√vah	1	carry, bring	pa √vah
2262	√vah	1	carry, bring	pari saṃ √vah
2263	√vah	1	carry, bring	pati √vah
2264	√vah	1	carry, bring	saṃ ud √vah
2265	√vah	1	carry, bring	saṃ ā √vah
2266	√vah	1	carry, bring	ud √vah
2267	√vah	1	carry, bring	vi √vah
2268	√vah	1	carry, bring	ā √vah
2269	√vah	1	carry, bring	√vah
2270	√vaj	1	go on	anu pa √vaj
2271	√vaj	1	go on	pa √vaj
2272	√vaj	1	go on	pari √vaj
2273	√vaj	1	go on	ud pa √vaj
2274	√vaj	1	go on	upa √vaj
2275	√vaj	1	go on	√vaj
2276	√vajj	8	turn, avoid	abhi ni √vajj
2277	√vajj	8	turn, avoid	nī √vajj
2278	√vajj	8	turn, avoid	pari √vajj
2279	√vajj	8	turn, avoid	vi √vajj
2280	√vajj	8	turn, avoid	ā √vajj
2281	√vajj	8	turn, avoid	√vajj
2282	√vakk	1	be bent, crooked	√vakk
2283	√vall	1	turn	ā √val
2284	√vall	1	turn	√val
2285	√vam	1	eject, vomit	ava √vam
2286	√vam	1	eject, vomit	ā √vam
2287	√vam	1	eject, vomit	√vam
2288	√vambh	8	despise	√vambh
2289	√van	7	like, desire	√van
2290	√vand	1	bow, honour	abhi √vand
2291	√vand	1	bow, honour	√vand
2292	√vap	1	sow, shave	ni √vap
2293	√vap	1	sow, shave	pa √vap
2294	√vap	1	sow, shave	ud √vap
2295	√vap	1	sow, shave	√vap
2296	√var	1	cover, dress, restrain	adhi ā √var
2297	√var	1	cover, dress, restrain	apa ā √var
2298	√var	1	cover, dress, restrain	ava ā √var
2299	√var	1	cover, dress, restrain	ava √var
2300	√var	1	cover, dress, restrain	ni √var
2301	√var	1	cover, dress, restrain	pa ā √var
2302	√var	1	cover, dress, restrain	pari saṃ √var
2303	√var	1	cover, dress, restrain	pari √var
2304	√var	1	cover, dress, restrain	saṃ pa ā √var
2305	√var	1	cover, dress, restrain	saṃ √var
2306	√var	1	cover, dress, restrain	vi √var
2307	√var	1	cover, dress, restrain	ā √var
2308	√var	1	cover, dress, restrain	√var
2309	√var	8	block, obstruct	apa √var
2310	√var	8	block, obstruct	ava √var
2311	√var	8	block, obstruct	nī √var
2312	√var	8	block, obstruct	pari √var
2313	√var	8	block, obstruct	saṃ ni √var
2314	√var	8	block, obstruct	ā √var
2315	√var	8	block, obstruct	√var
2316	√var	8	wish, choose	pa √var
2317	√var	8	wish, choose	saṃ pa √var
2318	√var	8	wish, choose	√var
2319	√vas	1	live	adhi ā √vas
2320	√vas	1	live	adhi √vas
2321	√vas	1	live	anu √vas
2322	√vas	1	live	ni √vas
2323	√vas	1	live	pa √vas
2324	√vas	1	live	pari √vas
2325	√vas	1	live	pati √vas
2326	√vas	1	live	saṃ ni √vas
2327	√vas	1	live	saṃ ā √vas
2328	√vas	1	live	saṃ √vas
2329	√vas	1	live	upa √vas
2330	√vas	1	live	vi pa √vas
2331	√vas	1	live	ā √vas
2332	√vas	1	live	√vas
2333	√vas	1	shine, lubricate	√vas
2334	√vas	1	want, control	√vas
2335	√vas	8	wear, dress	anu √vas
2336	√vas	8	wear, dress	ni √vas
2337	√vas	8	wear, dress	√vas
2338	√vass	1	howl, roar, bark	√vass
2339	√vass	1	rain	abhi pa √vass
2340	√vass	1	rain	abhi √vass
2341	√vass	1	rain	ati √vass
2342	√vass	1	rain	ava √vass
2343	√vass	1	rain	pa √vass
2344	√vass	1	rain	√vass
2345	√vat	1	be, proceed	√vat
2346	√vatt	1	be, proceed	abhi ni √vatt
2347	√vatt	1	be, proceed	abhi nī √vatt
2348	√vatt	1	be, proceed	adhi √vatt
2349	√vatt	1	be, proceed	anu pa √vatt
2350	√vatt	1	be, proceed	anu pari √vatt
2351	√vatt	1	be, proceed	anu √vatt
2352	√vatt	1	be, proceed	ati √vatt
2353	√vatt	1	be, proceed	ni √vatt
2354	√vatt	1	be, proceed	nī √vatt
2355	√vatt	1	be, proceed	pa √vatt
2356	√vatt	1	be, proceed	pari √vatt
2357	√vatt	1	be, proceed	pati ni √vatt
2358	√vatt	1	be, proceed	pati ud ā √vatt
2359	√vatt	1	be, proceed	pati √vatt
2360	√vatt	1	be, proceed	saṃ ati √vatt
2361	√vatt	1	be, proceed	saṃ pa √vatt
2362	√vatt	1	be, proceed	saṃ pari √vatt
2363	√vatt	1	be, proceed	saṃ √vatt
2364	√vatt	1	be, proceed	ud √vatt
2365	√vatt	1	be, proceed	upa ati √vatt
2366	√vatt	1	be, proceed	upa ni √vatt
2367	√vatt	1	be, proceed	upa √vatt
2368	√vatt	1	be, proceed	vi ati √vatt
2369	√vatt	1	be, proceed	vi pari √vatt
2370	√vatt	1	be, proceed	vi parā √vatt
2371	√vatt	1	be, proceed	vi √vatt
2372	√vatt	1	be, proceed	√vatt
2373	√vañc	1	go around	saṃ pa √vañc
2374	√vañc	8	be bent, deceive	√vañc
2375	√vaḍḍh	1	grow, increase	abhi √vaḍḍh
2376	√vaḍḍh	1	grow, increase	anu √vaḍḍh
2377	√vaḍḍh	1	grow, increase	pa √vaḍḍh
2378	√vaḍḍh	1	grow, increase	saṃ √vaḍḍh
2379	√vaḍḍh	1	grow, increase	√vaḍḍh
2380	√vaḷañj	1	use	√vaḷañj
2381	√vaṇ	8	injure, wound	√vaṇ
2382	√vaṇṇ	8	praise	abhi √vaṇṇ
2383	√vaṇṇ	8	praise	pari √vaṇṇ
2384	√vaṇṇ	8	praise	saṃ √vaṇṇ
2385	√vaṇṇ	8	praise	vi √vaṇṇ
2386	√vaṇṇ	8	praise	√vaṇṇ
2387	√vaṭ	8	divide	√vaṭ
2388	√vaṭṭ	1	turn	anu √vaṭṭ
2389	√vaṭṭ	1	turn	ava √vaṭṭ
2390	√vaṭṭ	1	turn	ni √vaṭṭ
2391	√vaṭṭ	1	turn	pa ā √vaṭṭ
2392	√vaṭṭ	1	turn	pari √vaṭṭ
2393	√vaṭṭ	1	turn	pati √vaṭṭ
2394	√vaṭṭ	1	turn	saṃ pari √vaṭṭ
2395	√vaṭṭ	1	turn	saṃ √vaṭṭ
2396	√vaṭṭ	1	turn	ud √vaṭṭ
2397	√vaṭṭ	1	turn	vi ni √vaṭṭ
2398	√vaṭṭ	1	turn	vi √vaṭṭ
2399	√vaṭṭ	1	turn	ā √vaṭṭ
2400	√vaṭṭ	1	turn	√vaṭṭ
2401	√ve	1	weave	pa √ve
2402	√ve	1	weave	ā √ve
2403	√ve	1	weave	√ve
2404	√vedh	1	fear, shake	pa √vedh
2405	√vedh	1	fear, shake	saṃ pa √vedh
2406	√vedh	1	fear, shake	√vedh
2407	√vel	1	shake, sway	pa √vel
2408	√vel	1	shake, sway	ā √vel
2409	√vel	1	shake, sway	√vel
2410	√veṭh	8	wind, twist	nī √veṭh
2411	√veṭh	8	wind, twist	pari √veṭh
2412	√veṭh	8	wind, twist	saṃ pari √veṭh
2413	√veṭh	8	wind, twist	saṃ √veṭh
2414	√veṭh	8	wind, twist	vi ni √veṭh
2415	√veṭh	8	wind, twist	ā √veṭh
2416	√veṭh	8	wind, twist	√veṭh
2417	√vhe	1	call, name	upa √vhe
2418	√vhe	1	call, name	ā √vhe
2419	√vi	5	weave	√vi
2420	√vic	1	separate	pa vi √vic
2421	√vic	1	separate	vi √vic
2422	√vid	1	know	ni √vid
2423	√vid	1	know	pa √vid
2424	√vid	1	know	pati √vid
2425	√vid	1	know	saṃ √vid
2426	√vid	1	know	√vid
2427	√vid	2	feel, like	abhi nī √vid
2428	√vid	2	feel, like	nī √vid
2429	√vid	2	feel, like	√vid
2430	√vid	2	get, find	anu √vid
2431	√vid	2	get, find	saṃ √vid
2432	√vid	2	get, find	√vid
2433	√vid	3	be found, exist	saṃ √vid
2434	√vid	3	be found, exist	√vid
2435	√vid	3	know, understand	anu √vid
2436	√vid	3	know, understand	√vid
2437	√vid	8	know, sense, feel	pati saṃ √vid
2438	√vid	8	know, sense, feel	√vid
2439	√vidh	3	throw, pierce	anu √vidh
2440	√vidh	3	throw, pierce	apa √vidh
2441	√vidh	3	throw, pierce	ati √vidh
2442	√vidh	3	throw, pierce	nī √vidh
2443	√vidh	3	throw, pierce	pa √vidh
2444	√vidh	3	throw, pierce	pati √vidh
2445	√vidh	3	throw, pierce	saṃ ati √vidh
2446	√vidh	3	throw, pierce	vi ni √vidh
2447	√vidh	3	throw, pierce	ā √vidh
2448	√vidh	3	throw, pierce	√vidh
2449	√vij	3	shake, be afraid, be in awe	saṃ √vij
2450	√vij	3	shake, be afraid, be in awe	ud √vij
2451	√vij	3	shake, be afraid, be in awe	√vij
2452	√vis	1	be active, serve	ati √vis
2453	√vis	1	be active, serve	√vis
2454	√vis	1	enter	abhi ni √vis
2455	√vis	1	enter	anu pa √vis
2456	√vis	1	enter	anu ā √vis
2457	√vis	1	enter	ni √vis
2458	√vis	1	enter	nī √vis
2459	√vis	1	enter	pa √vis
2460	√vis	1	enter	pari √vis
2461	√vis	1	enter	saṃ ni √vis
2462	√vis	1	enter	saṃ √vis
2463	√vis	1	enter	upa √vis
2464	√vis	1	enter	vi ni √vis
2465	√vis	1	enter	ā √vis
2466	√vis	1	enter	√vis
2467	√vu	4	weave, cover	ā √vu
2468	√vyath	1	fear, shake	√vyath
2469	√vā	1	blow, emit odour	abhi nī √vā
2470	√vā	1	blow, emit odour	abhi √vā
2471	√vā	1	blow, emit odour	ni √vā
2472	√vā	1	blow, emit odour	nī √vā
2473	√vā	1	blow, emit odour	pa √vā
2474	√vā	1	blow, emit odour	pari nī √vā
2475	√vā	1	blow, emit odour	pati √vā
2476	√vā	1	blow, emit odour	upa √vā
2477	√vā	1	blow, emit odour	√vā
2478	√vās	8	perfume	anu √vās
2479	√vās	8	perfume	pari √vās
2480	√vās	8	perfume	upa √vās
2481	√vās	8	perfume	√vās
2482	√vī	1	go	√vī
2483	√vīj	1	fan	√vīj
2484	√vīr	8	be heroic, hostile	√vīr
2485	√yaj	1	honour, sacrifice	ā √yaj
2486	√yaj	1	honour, sacrifice	√yaj
2487	√yakkh	8	worship	√yakkh
2488	√yam	1	control, strive, end	ni √yam
2489	√yam	1	control, strive, end	saṃ √yam
2490	√yam	1	control, strive, end	ud √yam
2491	√yam	1	control, strive, end	vi ā √yam
2492	√yam	1	control, strive, end	ā √yam
2493	√yam	1	control, strive, end	√yam
2494	√yam	1	support, stretch	anu pa √yam
2495	√yam	1	support, stretch	ati ā √yam
2496	√yam	1	support, stretch	pa √yam
2497	√yam	1	support, stretch	vi √yam
2498	√yam	1	support, stretch	ā √yam
2499	√yam	1	support, stretch	√yam
2500	√yas	3	strive, struggle	adhi pa √yas
2501	√yas	3	strive, struggle	nī √yas
2502	√yas	3	strive, struggle	upa ā √yas
2503	√yas	3	strive, struggle	ā √yas
2504	√yat	1	stretch, strive	pa √yat
2505	√yat	1	stretch, strive	ā √yat
2506	√yat	1	stretch, strive	√yat
2507	√yat	8	arrange, hand over	nī √yat
2508	√yat	8	arrange, hand over	pati √yat
2509	√yat	8	arrange, hand over	saṃ nī √yat
2510	√yu	1	unite, fasten	ava √yu
2511	√yu	1	unite, fasten	pa √yu
2512	√yu	1	unite, fasten	saṃ √yu
2513	√yu	1	unite, fasten	√yu
2514	√yudh	3	fight	pari √yudh
2515	√yudh	3	fight	pati √yudh
2516	√yudh	3	fight	ud √yudh
2517	√yudh	3	fight	ā √yudh
2518	√yudh	3	fight	√yudh
2519	√yuj	2	yoke, join	abhi √yuj
2520	√yuj	2	yoke, join	anu √yuj
2521	√yuj	2	yoke, join	ni √yuj
2522	√yuj	2	yoke, join	pa √yuj
2523	√yuj	2	yoke, join	pati saṃ √yuj
2524	√yuj	2	yoke, join	saṃ anu √yuj
2525	√yuj	2	yoke, join	saṃ pa √yuj
2526	√yuj	2	yoke, join	saṃ √yuj
2527	√yuj	2	yoke, join	ud √yuj
2528	√yuj	2	yoke, join	upa √yuj
2529	√yuj	2	yoke, join	vi pa √yuj
2530	√yuj	2	yoke, join	vi saṃ √yuj
2531	√yuj	2	yoke, join	vi √yuj
2532	√yuj	2	yoke, join	ā √yuj
2533	√yuj	2	yoke, join	√yuj
2534	√yā	1	go	abhi ud √yā
2535	√yā	1	go	abhi √yā
2536	√yā	1	go	anu pari √yā
2537	√yā	1	go	anu saṃ √yā
2538	√yā	1	go	anu √yā
2539	√yā	1	go	ati √yā
2540	√yā	1	go	nī √yā
2541	√yā	1	go	pa √yā
2542	√yā	1	go	pari √yā
2543	√yā	1	go	pati ud √yā
2544	√yā	1	go	saṃ pa ā √yā
2545	√yā	1	go	saṃ pa √yā
2546	√yā	1	go	saṃ ā √yā
2547	√yā	1	go	ud √yā
2548	√yā	1	go	upa √yā
2549	√yā	1	go	ā √yā
2550	√yā	1	go	√yā
2551	√yāc	1	beg	abhi √yāc
2552	√yāc	1	beg	ati √yāc
2553	√yāc	1	beg	upa √yāc
2554	√yāc	1	beg	ā √yāc
2555	√yāc	1	beg	√yāc
2556	√yūh	1	carry, bring	apa vi √yūh
2557	√yūh	1	carry, bring	pari vi √yūh
2558	√yūh	1	carry, bring	saṃ upa vi √yūh
2559	√yūh	1	carry, bring	saṃ √yūh
2560	√yūh	1	carry, bring	ud √yūh
2561	√yūh	1	carry, bring	upa √yūh
2562	√yūh	1	carry, bring	vi √yūh
2563	√yūh	1	carry, bring	ā √yūh
2564	√ñā	5	know	abhi anu √ñā
2565	√ñā	5	know	abhi √ñā
2566	√ñā	5	know	anu √ñā
2567	√ñā	5	know	ava √ñā
2568	√ñā	5	know	pa √ñā
2569	√ñā	5	know	pari √ñā
2570	√ñā	5	know	pati √ñā
2571	√ñā	5	know	sam anu √ñā
2572	√ñā	5	know	saṃ anu √ñā
2573	√ñā	5	know	saṃ pa √ñā
2574	√ñā	5	know	saṃ ā √ñā
2575	√ñā	5	know	saṃ √ñā
2576	√ñā	5	know	upa √ñā
2577	√ñā	5	know	vi saṃ √ñā
2578	√ñā	5	know	vi √ñā
2579	√ñā	5	know	ā √ñā
2580	√ñā	5	know	√ñā
2581	√ādā	3	take, seize	apa √ādā
2582	√ādā	3	take, seize	pari √ādā
2583	√ādā	3	take, seize	saṃ √ādā
2584	√ādā	3	take, seize	upa √ādā
2585	√ādā	3	take, seize	√ādā
2586	√āgam	8	wait	√āgam
2587	√āp	4	be wet	√āp
2588	√ās	1	sit	pari upa √ās
2589	√ās	1	sit	saṃ √ās
2590	√ās	1	sit	upa √ās
2591	√ās	1	sit	√ās
2592	√īh	1	strive	√īh
2593	√īr	1	move, shake	saṃ √īr
2594	√īr	1	move, shake	√īr
2595	√īr	8	speak	saṃ ud √īr
2596	√īr	8	speak	saṃ √īr
2597	√īr	8	speak	ud √īr
2598	√īr	8	speak	√īr
2599	√īs	3	have power	√īs
2600	√ḍah	1	burn	anu √ḍah
2601	√ḍah	1	burn	ni √ḍah
2602	√ḍah	1	burn	pari √ḍah
2603	√ḍah	1	burn	ud √ḍah
2604	√ḍah	1	burn	upa √ḍah
2605	√ḍah	1	burn	√ḍah
2606	√ḍaṃs	1	bite, sting	saṃ √ḍaṃs
2607	√ḍaṃs	1	bite, sting	√ḍaṃs
2608	√ḍi	1	fly	ud √ḍi
2609	√ḍi	1	fly	√ḍi
2610	√ḍi	1	trap	ud √ḍi
2611	√ṭhā	1	stand	abhi ud √ṭhā
2612	√ṭhā	1	stand	abhi √ṭhā
2613	√ṭhā	1	stand	adhi √ṭhā
2614	√ṭhā	1	stand	anu √ṭhā
2615	√ṭhā	1	stand	ava √ṭhā
2616	√ṭhā	1	stand	ni √ṭhā
2617	√ṭhā	1	stand	pa √ṭhā
2618	√ṭhā	1	stand	pari saṃ √ṭhā
2619	√ṭhā	1	stand	pari ud √ṭhā
2620	√ṭhā	1	stand	pati u √ṭhā
2621	√ṭhā	1	stand	pati upa √ṭhā
2622	√ṭhā	1	stand	pati √ṭhā
2623	√ṭhā	1	stand	saṃ ni √ṭhā
2624	√ṭhā	1	stand	saṃ ud √ṭhā
2625	√ṭhā	1	stand	saṃ √ṭhā
2626	√ṭhā	1	stand	ud √ṭhā
2627	√ṭhā	1	stand	upa √ṭhā
2628	√ṭhā	1	stand	vi ava √ṭhā
2629	√ṭhā	1	stand	√ṭhā
